Date Of Stop,Time Of Stop,Agency,SubAgency,Description,Location,Latitude,Longitude,Accident,Belts,Personal Injury,Property Damage,Fatal,Commercial License,HAZMAT,Commercial Vehicle,Alcohol,Work Zone,State,VehicleType,Year,Make,Model,Color,Violation Type,Charge,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type,Geolocation
05/10/2012,22:44:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,WASHINGTONIAN BLVD/MARATHON CIR,39.11515205,-77.1979503166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,HOND,4S,SILVER,Citation,22-412.3(b),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.11515205, -77.1979503166667)"
02/13/2012,14:46:00,MCP,"4th district, Wheaton",OPERATOR NOT RESTRAINED BY SEATBELT,RANDOLPH RD AT SHERWOOD FOREST DR,39.072922,-77.0081652,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1992,HONDA,CIVIC,PURPLE,Citation,22-412.3(b),Transportation Article,No,OTHER,M,MANASSAS,VA,VA,A - Marked Patrol,"(39.072922, -77.0081652)"
01/24/2012,21:37:00,MCP,"3rd district, Silver Spring",DRIVER FAILING TO STOP AT RED SIGNAL BEFORE LEFT TURN,FENTON ST/ CAMERON ST,38.9974982666667,-77.0292068333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,TOYOTA,COROLLA,BEIGE,Citation,21-202(i2),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9974982666667, -77.0292068333333)"
01/11/2012,01:13:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY DRUGS OR DRUGS AND ALCOHOL,417 W. DIAMOND AVENUE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,FORD,FOCUS,SILVER,Citation,21-902(c1),Transportation Article,No,BLACK,M,ASHTON,MD,MD,A - Marked Patrol,
10/12/2013,02:10:00,MCP,"2nd district, Bethesda",FAIL VEH DRIVER IN ACC.TO RPT. ATTENDED VEH. DAMAGE TO NEAREST POLICE,WOODMONT @ BATTERY,39.06904,-77.11457,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,1997,FORD,EXPEDITION,RED,Citation,20-104(d),Transportation Article,No,BLACK,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.06904, -77.11457)"
07/10/2012,05:10:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,BRAODBIRCH RD @ PLUM ORCHARD,39.0558597333333,-76.9622346333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,CHEV,PRISM,BLUE,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,LAUREL,MD,MD,A - Marked Patrol,"(39.0558597333333, -76.9622346333333)"
01/14/2012,14:58:00,MCP,"4th district, Wheaton",FAIL TO PLACE & PROPERLY DISPLAY TEMP. REG. PLATE AFTER CURRENT REG. PLATE DAMAGED,BEL PRE DRIVE / BEL PRE ROAD,39.0906472,-77.0516176333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,DODGE,TRUCK,BLUE,Citation,13-415(f),Transportation Article,No,BLACK,M,LANHAM,MD,MD,A - Marked Patrol,"(39.0906472, -77.0516176333333)"
01/02/2012,00:50:00,MCP,"4th district, Wheaton",HEADLIGHTINOPERATIVE,11406B GEORGIA AVE,39.0418190166667,-77.05256445,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,CHRYSLER,SEBRING,PURPLE,Citation,11-393.9,Maryland Rules,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0418190166667, -77.05256445)"
02/04/2012,21:41:00,MCP,"4th district, Wheaton",FAILURE TO REDUCE SPEED ON NARROW & WINDING ROADWAY,CONNECTICUT AVE/WELLER ROAD,39.05797715,-77.0486446166667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,1997,DODGE,RAM WAGON,BEIGE,Citation,21-801(g),Transportation Article,Yes,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.05797715, -77.0486446166667)"
02/10/2012,00:45:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVING WHILE IMPAIRED BY ALCOHOL,STEDWICK ROAD AT MONTGOMERY VILLAGE AVE,39.1496860666667,-77.23384745,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,NISSAN,4S,BLUE,Citation,21-902(b1),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1496860666667, -77.23384745)"
07/04/2012,00:11:00,MCP,"6th district, Gaithersburg / Montgomery Village","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",WEST DIAMOND AVE / ON RAMP SB 270,39.1404971333333,-77.2135739,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HOND,TK,SILVER,Citation,22-201.1,Transportation Article,No,ASIAN,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1404971333333, -77.2135739)"
08/01/2012,15:48:00,MCP,"3rd district, Silver Spring",PERSON OCCUPYING AREA OFVEHICLE PRIMARILY INTENDEDTO CARRY CARGO,13TH STREET/GEORGIA AVE,38.9922370833333,-77.0265006333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2007,FORD,TK,WHITE,Citation,21-1107(b2),Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(38.9922370833333, -77.0265006333333)"
03/29/2012,22:20:00,MCP,"3rd district, Silver Spring","FAILURE OF VEH. DRIVER TO STOP AFTER UNATTENDED VEH.,  DAMAGE ACCIDENT",13903 CASTLE BLVD,39.0834672166667,-76.9407269833333,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2006,CHEV,SUV,BLACK,Citation,20-105(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,OH,A - Marked Patrol,"(39.0834672166667, -76.9407269833333)"
04/17/2014,01:41:00,MCP,Headquarters and Special Operations,EXCEEDING MAXIMUM SPEED: 65 MPH IN A POSTED 45 MPH ZONE,E/B RIVER ROAD @ WHITTIER BLVD,38.966855,-77.106445,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2011,MITSUBUSHI,SUV,GRAY,Citation,21-801.1,Transportation Article,No,WHITE,M,FALLS CHURCH,VA,VA,A - Marked Patrol,"(38.966855, -77.106445)"
02/01/2012,07:54:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",GEORGIA AVE/EMORY LANE,39.12698525,-77.07216415,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,HONDA,CIVIC,SILVER,Citation,16-303(h),Transportation Article,No,BLACK,F,OLNEY,MD,MD,M - Marked (Off-Duty),"(39.12698525, -77.07216415)"
05/16/2012,06:59:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,SCENERY DRIVE/GERMANTOWN ROAD,39.1924746333333,-77.2333845833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,DODGE,TK,BLACK,Citation,22-412.3(b),Transportation Article,No,BLACK,M,MONTGOMERY VILLAGE,MD,MD,A - Marked Patrol,"(39.1924746333333, -77.2333845833333)"
01/28/2012,11:24:00,MCP,"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,UNIVERSITY BLVD W/EAST AVE,39.0392339333333,-77.0569645666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,ACURA,INTEGRA,WHITE,Citation,16-101(a),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,,A - Marked Patrol,"(39.0392339333333, -77.0569645666667)"
09/14/2013,22:33:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MONTGOMERY VILLAGE AVE / I-270,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,CHEVROLET,TRAILBLAZER,GRAY,Citation,13-409(b),Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol,
03/15/2012,15:35:00,MCP,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,N/B GEORGIA AVE LN#3 ONTO E/B BEL PRE,39.0933679666667,-77.0786119666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,SW,"GREEN, DK",Citation,21-309(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0933679666667, -77.0786119666667)"
05/06/2012,01:39:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,UNIVERSITY BLVD @ CARROLL AVENUE,38.9904217166667,-77.0228962666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HONDA,ACCORD,BLACK,Citation,21-902(a1),Transportation Article,No,HISPANIC,M,SILVER SPING,MD,MD,A - Marked Patrol,"(38.9904217166667, -77.0228962666667)"
09/14/2015,16:49:00,MCP,"3rd district, Silver Spring",POSSESSING SUSPENDED LIC.,16TH STREET AT SECOND AVE,39.0035783333333,-77.0400883333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,4S,BEIGE,Citation,16-301(j),Transportation Article,No,BLACK,M,GREENBELT,MD,MD,A - Marked Patrol,"(39.0035783333333, -77.0400883333333)"
04/14/2013,23:29:00,MCP,"2nd district, Bethesda",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,RIVER RD / CARDEROCK SPRINGS,38.9961729666667,-77.1679051333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MERC,GRAND MARQUIS,BLUE,Citation,13-401(h),Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9961729666667, -77.1679051333333)"
06/14/2012,12:34:00,MCP,Headquarters and Special Operations,PEDESTRIAN CROSSING ROADWAY BETWEEN ADJACENT INTERSECTIONS HAVING TRAFFIC CONTROL SIGNAL,VEIRSMILL RD / GRIDLEY RD WHEATON,39.0563735,-77.0834343833333,No,No,No,No,No,No,No,No,No,No,XX,29 - Unknown,,NONE,NONE,N/A,Citation,21-503(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,,A - Marked Patrol,"(39.0563735, -77.0834343833333)"
03/29/2012,17:54:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER WHEN TURNING LEFT FAIL TO YIELD RIGHT OF WAY TO VEHICLE APPROACHING FROM OPPOSITE DIRECTION,QUINCE ORCHARD RD./RAMP FROM I-270,39.1497996,-77.2345227833333,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2010,MERZ,C300,WHITE,Citation,21-402(a),Transportation Article,Yes,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1497996, -77.2345227833333)"
10/22/2013,11:34:00,MCP,"4th district, Wheaton",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,CONNECTICUT AVE AT INDEPENDENCE STREET,39.0733633333333,-77.0785583333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,NISSAN,MAXIMA,GOLD,Citation,21-1104(c),Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0733633333333, -77.0785583333333)"
08/21/2012,18:30:00,MCP,Headquarters and Special Operations,DRIVING WHILE IMPAIRED BY ALCOHOL,RT 495 @ CONNECITCUT AVE,38.9834479,-77.0931943166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,LEXUS,TK,WHITE,Citation,21-902(b1),Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol,"(38.9834479, -77.0931943166667)"
06/09/2013,08:36:00,MCP,"1st district, Rockville",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,DARNSTOWN ROAD @ DUFIEF DRIVE,39.1068635833333,-77.2345071833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,ACCORD,SILVER,Citation,16-112(c),Transportation Article,No,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1068635833333, -77.2345071833333)"
07/21/2013,21:51:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,TWINBROOK PARKWAY @ VEIRS MILL ROAD,39.07266,-77.1107966666667,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006,FORD,TRUCK,WHITE,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,XX,A - Marked Patrol,"(39.07266, -77.1107966666667)"
03/07/2013,20:27:00,MCP,"1st district, Rockville",OPERATOR NOT RESTRAINED BY SEATBELT,WHITES FERRY / MORROW,39.1240666666667,-77.3647483333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2010,DODGE,CALIBER,BLACK,Citation,22-412.3(b),Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,Q - Marked Laser,"(39.1240666666667, -77.3647483333333)"
10/20/2013,10:31:00,MCP,"3rd district, Silver Spring",FAILURE TO IMMEDIATELY RETURN AND REMAIN AT SCENE OF ACCIDENT INVOLVING BODILY INJURY,13100 COLUMBIA PIKE - VERIZON BLDG,,,No,No,Yes,No,No,No,No,No,No,No,MD,02 - Automobile,2002,TOYOTA,COROLLA,TAN,Citation,20-102(a2),Transportation Article,Yes,WHITE,M,OLNEY,MD,MD,A - Marked Patrol,
02/13/2012,11:21:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GALT AVE (N/B) / ARCOLA AVE,39.04827895,-77.0547224,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1997,HOND,4S,GREEN,Citation,21-707(a),Transportation Article,No,HISPANIC,M,WHEATON,MD,MD,A - Marked Patrol,"(39.04827895, -77.0547224)"
05/28/2013,09:07:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,CLARENDON RD / ELM ST,38.981985,-77.0997966666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2013,MERZ,C250,BLUE,Citation,22-412.3(b),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,"(38.981985, -77.0997966666667)"
06/04/2012,15:52:00,MCP,"2nd district, Bethesda",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,270 NORTH AT MONTROSE ROAD,39.0430834,-77.1482747833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CIVIC,RED,Citation,13-409(b),Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.0430834, -77.1482747833333)"
02/14/2012,11:33:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE RD & SECOND AVE,38.9964608833333,-77.0278254166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2004,TOYOTA,SCION,BLUE,Citation,21-201(a1),Transportation Article,No,BLACK,M,UPPER MARLBORO,MD,MD,A - Marked Patrol,"(38.9964608833333, -77.0278254166667)"
02/12/2012,14:30:00,MCP,"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",VEIRS MILL RD @ PARKLAND DR,39.0620496333333,-77.0929610833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,FORD,F-150,RED,Citation,16-303(h),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0620496333333, -77.0929610833333)"
02/02/2012,16:20:00,MCP,"2nd district, Bethesda",FAILURE TO CONTROL VEHICLE SPEED ON HIGHWAY TO AVOID COLLISION,OLD GEORGETOWN ROAD/LONE OAK DRIVE,,,No,No,No,Yes,No,No,No,No,No,No,MD,02 - Automobile,2009,HYUN,ACCENT,"BLUE, LIGHT",Citation,21-801(b),Transportation Article,Yes,WHITE,F,GAITHERSBURG,MD,MD,A - Marked Patrol,
06/02/2012,16:44:00,MCP,"2nd district, Bethesda",OPERATOR NOT RESTRAINED BY SEATBELT,CLAREDON RD @ BETHESDA AVE,38.98063655,-77.10079185,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,1998,DODGE,TK,BLACK,Citation,22-412.3(b),Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol,"(38.98063655, -77.10079185)"
05/22/2012,18:30:00,MCP,"4th district, Wheaton",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,UNIVERSITY BLVD W AND VEIRS MILL RD,39.0425109666667,-77.0598953,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,NISSAN,SENTRA,BLACK,Citation,16-303(c),Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,"(39.0425109666667, -77.0598953)"
02/13/2012,10:30:00,MCP,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,REEDIE DR / FERN ST,39.04092295,-77.0470626833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1994,FORD,AEROSTAR,WHITE,Citation,21-201(a1),Transportation Article,No,HISPANIC,M,MT RAINER,MD,,A - Marked Patrol,"(39.04092295, -77.0470626833333)"
05/01/2014,11:04:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,SCHOOL DR / STORY DR,39.1176866666667,-77.212115,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2002,BMW,735,BLACK,Citation,13-409(b),Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.1176866666667, -77.212115)"
04/05/2012,23:39:00,MCP,"2nd district, Bethesda",ATTEMPTING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,636 UNIVERSITY BLVD,39.0003426833333,-76.9951599833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1996,OLDSMOBILE,EIGHTYEIGHT,MAROON,Citation,16-101(a),Transportation Article,No,BLACK,F,SILVER SPRING,MD,VA,A - Marked Patrol,"(39.0003426833333, -76.9951599833333)"
05/06/2012,00:40:00,MCP,"6th district, Gaithersburg / Montgomery Village",PERMIT TO BE DISPLAYED SUSPENDED LIC.,11606 MIDDLEBROOK RD,39.1788797333333,-77.2399830166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2003,HONDA,ACCORD,SILVER,Citation,16-301(e),Transportation Article,No,WHITE,M,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1788797333333, -77.2399830166667)"
10/19/2012,14:12:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,RT 355 @ WATKINS MILL ROAD,39.1587498666667,-77.2189893166667,No,No,No,No,No,No,No,No,No,No,NJ,03 - Station Wagon,2008,TOYOTA,FJ CRUISER,SILVER,Citation,21-201(a1),Transportation Article,No,WHITE,F,LAMBERTVILLE,NJ,NJ,A - Marked Patrol,"(39.1587498666667, -77.2189893166667)"
01/19/2012,23:59:00,MCP,"1st district, Rockville",DRIVING VEHICLE WHILE UNDER THE INFLUENCE OF ALCOHOL,MACARTHUR BLVD @ BRICKYARD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2012,MERCEDEZ,E350,SILVER,Citation,21-902(a1),Transportation Article,No,WHITE,M,POTOMAC,MD,MD,A - Marked Patrol,
05/30/2012,20:17:00,MCP,"6th district, Gaithersburg / Montgomery Village",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,GREAT SENECA HWY @ MUDDY BRANCH RD,,,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2006,CHEVY,2500,GREEN,Citation,13-401(b),Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,A - Marked Patrol,
05/07/2012,13:28:00,MCP,"2nd district, Bethesda",PASSENGER AGE 16 OR MORE IN OUTBOARD FRONT SEAT OF MOTOR VEHICLE WITHOUT SEATBELT RESTRAINT,PLYERS MILL & ST PAUL,39.02965435,-77.07088385,No,No,No,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,2001,FORD,TK,WHITE,Citation,22-412.3(c),Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol,"(39.02965435, -77.07088385)"
02/07/2012,22:18:00,MCP,"3rd district, Silver Spring",EXCEEDING MAXIMUM SPEED: 70 MPH IN A POSTED 35 MPH ZONE,GEORGIA AVE @ EVANS DR,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2000,SAAB,4S,WHITE,Citation,21-801.1,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol,
04/16/2013,06:21:00,MCP,"6th district, Gaithersburg / Montgomery Village",EXCEEDING MAXIMUM SPEED: 60 MPH IN A POSTED 35 MPH ZONE,EB MONTGOMERY VILLAGE AVE/RUSSELL AVE,39.15615235,-77.2066808,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,CHEV,LUMINA,GREEN,Citation,21-801.1,Transportation Article,No,OTHER,F,DAMASCUS,MD,MD,A - Marked Patrol,"(39.15615235, -77.2066808)"
03/13/2012,09:56:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTGOMERY VILLAGE AVE AT N. FREDERICK,39.1542048666667,-77.2097883666667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,NISSAN,ALTIMA,BLACK,Citation,21-201(a1),Transportation Article,No,BLACK,F,UPPER MARLBORO,MD,MD,A - Marked Patrol,"(39.1542048666667, -77.2097883666667)"
02/14/2012,07:41:00,MCP,"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,ROCKVILLE PIKE/BROAD BROOK DR,39.0137531833333,-77.0989897,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2009,MERCEDEZ,CLK350,WHITE,Citation,16-112(c),Transportation Article,No,BLACK,F,BURTONSVILLE,MD,MD,A - Marked Patrol,"(39.0137531833333, -77.0989897)"
04/22/2014,08:59:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,GREAT SENECA /  CLOPPER,39.1496383333333,-77.2772183333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1995,HONDA,DELSOL,RED,Citation,22-412.3(b),Transportation Article,No,HISPANIC,M,DAMASCUS,MD,MD,A - Marked Patrol,"(39.1496383333333, -77.2772183333333)"
03/29/2012,23:44:00,MCP,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NB GEORGIA AVE @ 29,38.9960364333333,-77.0284354,No,No,No,No,No,No,No,No,No,No,DC,02 - Automobile,1995,MAZADA,626,"GREEN, DK",Citation,21-201(a1),Transportation Article,No,BLACK,M,WASHINGTON,DC,DC,A - Marked Patrol,"(38.9960364333333, -77.0284354)"
05/13/2013,22:58:00,MCP,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,CHAPMAN AVE AND BOU AVE,39.0564473166667,-77.1191972,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2005,HONDA,ACCORD,GRAY,Citation,21-201(a1),Transportation Article,No,HISPANIC,F,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0564473166667, -77.1191972)"
01/18/2012,14:12:00,MCP,"3rd district, Silver Spring",FAILURE TO ATTACH VEH. REG. PLATES AT FRONT AND REAR,I/L I495 @ GEORGIA AVENUE,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,1999,MERCURY,SABLE,"GREEN, DK",Citation,13-411(a),Transportation Article,No,BLACK,M,HYATTSVILLE,MD,MD,A - Marked Patrol,
05/05/2014,00:13:00,MCP,"1st district, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,GREAT SENECA HWY/DARNESTOWN RD,39.0968216666667,-77.2062683333333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,VOLK,JETTA,RED,Citation,21-202(h1),Transportation Article,No,OTHER,M,ROCKVILLE,MD,MD,A - Marked Patrol,"(39.0968216666667, -77.2062683333333)"
10/29/2012,14:29:00,MCP,Headquarters and Special Operations,DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SB 355 / W OLD BALTIMORE RD,39.2130570666667,-77.24891145,No,No,No,No,No,No,No,No,No,No,MD,03 - Station Wagon,2002,TOYOTA,SIENNA,SILVER,Citation,21-201(a1),Transportation Article,No,HISPANIC,F,GAITHERSBURG,MD,MD,A - Marked Patrol,"(39.2130570666667, -77.24891145)"
05/17/2014,23:09:00,MCP,"5th district, Germantown",OPERATOR NOT RESTRAINED BY SEATBELT,LIBERTY MILL RD / CLOPPER ROAD,,,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2001,MERZ,4S,BLACK,Citation,22-412.3(b),Transportation Article,No,WHITE,M,DARNESTOWN,MD,MD,A - Marked Patrol,
05/26/2012,20:02:00,MCP,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTGOMERY VILLAGE/RUSSLE,39.1566234,-77.2165874833333,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2011,HONDA,FIT,"BLUE, LIGHT",Citation,21-201(a1),Transportation Article,No,ASIAN,F,GERMANTOWN,MD,MD,A - Marked Patrol,"(39.1566234, -77.2165874833333)"
09/02/2012,10:57:00,MCP,"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,FENTON ST AT ROEDER RD,38.99784875,-77.0258374166667,No,No,No,No,No,No,No,No,No,No,MD,02 - Automobile,2006,HONDA,CRV,SILVER,Citation,13-401(h),Transportation Article,No,WHITE,F,TAKOMA PARK,MD,MD,A - Marked Patrol,"(38.99784875, -77.0258374166667)"
07/27/2012,01:46:00,MCP,"5th district, Germantown",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,CRYSTAL ROCK DR @ CENTURY BLVD,39.1819967666667,-77.2632578166667,No,No,No,No,No,No,No,No,No,No,VA,02 - Automobile,2003,HONDA,CIVIC,SILVER,Citation,21-204(b),Transportation Article,No,WHITE,F,ALEXANDRIA,VA,VA,A - Marked Patrol,"(39.1819967666667, -77.2632578166667)"
